Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,9 A P C,30049011,0,2.07,0.54,0,2.66,0.92,0.72,0,1.38,0,0.3,0.85,AR,1.32,nan,[]
ZTRD,9 A P E,30049012,0,0,0,0,0,0.02,0,0,0,0,0,0,AR,0.44,nan,[]
ZTRD,9 A P F,30049058,0.81,0.35,0.12,0,0,0.19,0,0,0.1,0,0,0.01,AR,0.68,nan,[]
ZTRD,9 A X C,30049104,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 A X E,30049495,0,0.04,1.49,0.3,2.66,1.26,0.6,0.71,0.0,0.11,0.56,0,AR,1.67,inf,[]
ZTRD,9 A X F,30049516,0.07,0.07,0.06,0.06,0.06,0.06,0.03,1.03,0.04,0.04,0.04,0.04,AR,0.29,nan,[]
ZTRD,9 A Y E,30050203,3.11,3.13,1.33,4.5,3.94,1.56,4.4,5.7,2.02,0.88,1.23,1.37,AR,2.33,inf,[]
ZTRD,9 B A E,30050215,0,0,1.06,0.25,0.14,0.09,0.51,0.06,0.01,0,1.11,0.31,AR,0.4,inf,[]
ZTRD,9 B A F,30050297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 B B C,30050348,0,1.92,5.89,0,1.15,0,3.68,0,0.39,14.34,1.06,0.54,AR,5.14,nan,[]
ZTRD,9 B B E,30050349,63.65,72.75,98.16,30.37,40.16,13.21,35.97,62.06,64.7,30.7,36.22,42.11,AR,61.35,inf,[]
ZTRD,9 B B F,30051428,0,0,0.23,0,0,0.11,0,0,0.68,0,0,0.04,AR,0.71,inf,[]
ZTRD,9 B C C,30051429,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,9 B C E,30051452,6.32,0,4.9,0,2.29,2.39,0.99,3.74,0.39,1.71,2.38,0,AR,1.51,nan,[]
ZTRD,9 B C F,30051709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.37,inf,[]
ZTRD,9 B D B,30051745,0.07,0.09,0.09,0.09,0.09,0.09,0.1,0.08,1.07,1.06,0.07,0.07,AR,0.41,nan,[]
ZTRD,9 B D E,30051764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 B D F,30051769,0,0,1.97,0,0,0,0,0,0,0,0,0,AR,0.58,nan,[]
ZTRD,9 B E C,30051802,0,0,18.23,0.68,0,7.97,0,0,4.09,6.4,1.24,13.15,AR,11.1,inf,[]
ZTRD,9 B E E,30051803,6.95,10.11,0,4.25,0,5.58,0,0,3.03,15.19,9.96,15.77,AR,5.49,nan,[]
ZTRD,9 B X C,30051804,15.62,14.7,3.64,18.03,3.95,15.37,0,5.82,6.42,6.33,2.86,4.86,AR,10.41,nan,[]
ZTRD,9 B X E,30051805,0,0,0,0,0.29,3.3,18.74,0,0,0,17.44,0,AR,35.19,806.75,[]
ZTRD,9 B X F,30051806,0,0.43,3.41,11.72,0,0,0,8.67,12.54,0,0,4.34,AR,23.6,inf,[]
ZTRD,9 B Y C,30051807,0,1.93,0,0,3.15,0,0,0,0.76,0.83,0.01,3.27,AR,5.91,inf,[]
ZTRD,9 C A A,30051808,0,33.4,0,9.21,0,0.83,0,0,0,0,0.1,1.56,AR,34.19,inf,[]
ZTRD,9 C A E,30051809,0.02,0,0,0,0,1.23,0.58,1.89,0,0.02,0.74,1.64,AR,2.37,inf,[]
ZTRD,9 D A C,30051810,0.37,2.73,1.54,0,0,1.21,0.43,1.24,0.91,0,1.48,4.81,AR,7.72,nan,[]
ZTRD,9 D A E,30051906,0,0,0,0,0,0,0.91,0,0,0,0,0.0,AR,0.3,nan,[]
ZTRD,9 D A F,30051910,0,0.56,0,0.12,0,1.01,0.45,0,0,1.23,0,0.22,AR,0.61,nan,[]
ZTRD,9 D B E,30051911,0,0,0,0,0,-0.0,0,0.13,0.07,0.29,0,1.11,AR,0.41,nan,[]
ZTRD,9 D B F,30051912,3.41,1.12,0.99,0,3.37,2.23,2.51,0,3.79,2.1,2.28,0,AR,1.46,nan,[]
ZTRD,9 D C C,30051913,0,0,0.39,0,3.67,0.66,2.63,0.53,0.63,0,0,0,AR,1.09,nan,[]
ZTRD,9 D C E,30051914,1.81,2.3,3.32,0,1.91,0.77,2.11,0.52,0.05,1.44,1.94,2.1,AR,1.98,inf,[]
ZTRD,9 D D E,30051915,4.27,0.22,1.57,0,5.68,3.69,2.08,0,4.18,1.18,4.46,0.14,AR,2.72,nan,[]
ZTRD,9 D D F,30051916,6.54,0,0.27,0,2.46,3.21,1.68,0.8,0,0.82,3.07,1.71,AR,2.14,inf,[]
ZTRD,9 D X C,30051917,1.69,0.31,1.31,0,1.08,1.76,0,0.11,1.94,0.87,1.2,1.03,AR,1.12,nan,[]
ZTRD,9 D X E,30051918,0,2.67,4.76,0.5,0,0,0.37,0,0.62,2.06,5.0,0.39,AR,1.99,nan,[]
ZTRD,9 D X F,30051919,0,0.36,0.89,0.03,0.06,0,0,0.09,0,0.09,0.01,0,AR,0.61,nan,[]
ZTRD,9 X X C,30051920,0,0.21,0.94,0,1.0,0.95,0,-0.0,0.02,0.0,0,0,AR,0.57,nan,[]
ZTRD,9 X X E,30052004,0,0,1.42,0,0,0.06,0,0,0,0.17,1.14,0,AR,0.61,nan,[]
ZTRD,9 X X F,30052109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 Y A C,30052119,0,0.88,0,0.93,0,0,0,0,0,0,0,0,AR,0.41,nan,[]
ZTRD,9 Y A E,30052308,0.29,0,0.54,1.2,0.62,0.96,0.33,0.76,1.52,0.61,0.39,0.03,AR,10.96,nan,[]
ZTRD,9 Y A F,30052309,0.47,-0.0,0.09,0,0.0,0.93,0.01,0.22,0.0,0.09,0,0.01,AR,0.29,nan,[]
ZTRD,9 Y Y C,30052320,0.02,0,0.02,0.02,1.0,0.02,0.02,0.04,0.02,0.01,0.04,0.01,AR,0.35,inf,[]
ZTRD,9 Y Y E,30052321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 A C C,30052322,0.98,30.47,2.49,0,8.95,0,0,5.13,159.29,9.33,0,106.44,AR,1.77,inf,[]
ZTRD,10 A C F,30052323,0.02,0.02,0.02,1.02,0.02,0.02,0.02,0.34,0.02,0.02,0.02,1.02,AR,0.41,nan,[]
ZTRD,10 A D B,30052382,0.37,0,1.79,0.11,0.81,0.28,0.23,0.55,0.47,0.4,0.36,0,AR,0.82,nan,[]
ZTRD,10 A D C,30052640,0,0,0,0,0,0,0,0.03,0,0,0,0,AR,0.6,nan,[]
ZTRD,10 A D E,30052707,0.83,0.63,1.45,0.12,0.54,0.22,1.6,3.51,1.64,2.08,2.19,1.49,AR,2.94,inf,[]
ZTRD,10 A D F,30052708,4.26,9.52,0.32,4.73,0.82,1.66,3.48,4.02,4.4,0.95,2.56,0,AR,2.31,nan,[]
ZTRD,10 A G B,30052709,0,0,0,0,0.26,0,0,0,0.24,0,0.0,0,AR,0.49,nan,[]
ZTRD,10 A G C,30052725,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.3,nan,[]
ZTRD,10 A G E,30052940,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,10 A G F,30052944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 A K E,30052945,0,0.3,0.01,0,0,0,0,0,0,0,0.17,0,AR,0.51,nan,[]
ZTRD,10 A K F,30052949,0,0.95,1.1,0.52,0.11,0,0.57,0,1.02,1.23,0,0,AR,1.08,nan,[]
ZTRD,10 A L E,30052963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,10 A M E,30052967,0.37,0.09,0.55,0.7,0.18,0.39,0,0.13,0.99,0.03,0.16,0.05,AR,0.72,nan,[]
ZTRD,10 A N E,30052969,0.31,1.06,0,1.03,1.25,0,0.49,0.41,1.01,2.14,0.27,0.06,AR,1.27,nan,[]
ZTRD,10 A X B,30052971,0.01,0,0.01,0.95,0.01,0,0.01,0.38,0.01,0,0.01,0.9,AR,0.39,nan,[]
ZTRD,10 A X C,30052975,0,0,-0.0,0,0,0,0,0,0,-0.0,1.0,-0.0,AR,0.29,nan,[]
ZTRD,10 A X D,30053022,2.33,0,0.42,0,0.35,0.71,0,0,0,0.2,0,0.24,AR,1.79,nan,[]
ZTRD,10 A X E,30053025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.9,inf,[]
ZTRD,10 A X F,30053026,0.67,0.29,0,0,0,0,0,0,0.19,1.37,1.47,1.4,AR,0.56,nan,[]
ZTRD,10 B B E,30053140,0.1,0.39,0.59,0.65,0.51,0.18,0.06,0,0,0,0,0.4,AR,0.3,nan,[]
ZTRD,10 B X C,30053203,0.23,0.46,0.07,2.08,0.06,0.19,0,0.15,0.25,0,1.14,0.14,AR,0.65,nan,[]
ZTRD,10 B X E,30053204,0.51,0,1.04,0.85,1.68,1.03,0.57,1.35,0.28,1.27,1.24,1.15,AR,1.4,nan,[]
ZTRD,10 B X F,30053206,0,0,2.67,0.67,0,0.31,0.18,0.0,0,0,0.82,0,AR,0.99,nan,[]
ZTRD,10 C B C,30053208,0.0,-0.0,0,-0.0,1.0,0.0,0.02,-0.0,0.07,-0.0,-0.0,0.0,AR,0.32,nan,[]
ZTRD,10 C C A,30053209,0,0,0,1.72,2.55,1.45,0.71,0.5,0.83,2.25,3.25,1.83,AR,0.85,nan,[]
ZTRD,10 C C E,30053221,0,3.49,8.55,0.21,2.96,1.84,1.79,2.24,1.33,1.45,1.26,0.3,AR,3.07,nan,[]
ZTRD,10 C D C,30053222,5.7,0.97,3.58,0.88,2.02,0.21,1.26,0.98,1.0,0,1.7,0.93,AR,2.1,nan,[]
ZTRD,10 C X E,30053223,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 D A A,30053224,0,0,2.86,0,0,0,0,0,0.0,0,0,0,AR,0.94,nan,[]
ZTRD,10 D A E,30053226,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,AR,0.29,nan,[]
ZTRD,10 X A A,30053240,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 X A C,30053283,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.08,nan,[]
ZTRD,10 X A E,30053284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 X B A,30053325,0.35,0,0,0,0,0.39,0.03,0,0.93,0.35,0,0,AR,0.45,nan,[]
ZTRD,10 X B C,30053390,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,10 X B E,30053455,0.96,0.69,0,0.39,0,0,0.16,0,0.02,0.91,0.56,0,AR,0.58,nan,[]
ZTRD,10 X B F,30053505,0,0,0,0,0,0.06,0,0.27,0,0.13,0,0.84,AR,0.29,nan,[]
ZTRD,10 X C C,30053521,0,0,0,1.36,0,1.06,2.19,2.52,2.56,2.64,1.39,0.29,AR,1.29,nan,[]
ZTRD,10 X C E,30053713,8.37,16.52,12.81,0.78,0,0,0.72,9.26,12.24,13.83,18.14,11.34,AR,3.62,nan,[]
ZTRD,10 X D A,30053793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.15,nan,[]
ZTRD,10 X D C,30053794,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,10 X X C,30053883,7.65,11.33,9.14,2.89,8.51,3.23,6.3,3.17,11.88,1.85,7.09,12.33,AR,7.16,inf,[]
ZTRD,10 X X E,30054006,3.25,0,0.95,0,0.49,0,3.32,0,1.52,4.91,0,3.29,AR,1.5,inf,[]
ZTRD,10 X X F,30054446,2.26,1.9,0.91,1.99,2.29,0,2.2,3.34,0.85,0,0,6.13,AR,2.42,nan,[]
ZTRD,10 X X G,30054808,-0.0,0.47,0.21,0.11,0,-0.0,0.22,0,0.03,0.93,0.06,1.05,AR,0.75,nan,[]
ZTRD,10 Y Y C,30054884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,10 Z Z A,30055091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.07,nan,[]
ZTRD,10 Z Z B,30055144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,10 Z Z C,30055211,0.75,0.29,2.0,0,1.83,3.43,0.09,1.09,0.17,1.21,0,0,AR,3.49,nan,[]
ZTRD,10 Z Z E,30055312,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,AR,0.29,nan,[]
ZTRD,11 B X C,30055335,0.68,1.7,0.43,0.78,0.8,0.22,0.85,0.72,0.5,0.43,0.27,0.84,AR,1.55,nan,[]
ZTRD,11 E A C,30055353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,11 X X C,30055743,128.53,121.47,9.47,55.32,151.15,50.71,0,177.37,71.58,34.89,33.54,126.89,AR,88.26,118.62,[]
ZTRD,11 Y Y C,30055792,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,12 A A C,30055815,0,0.39,0.67,0.15,1.0,0.1,0.21,0,0.06,0.14,0.95,1.05,AR,0.55,nan,[]
ZTRD,12 A D C,30056147,0.34,0,0.26,0,1.42,0.94,0,1.07,0,0.98,3.75,2.44,AR,1.46,nan,[]
ZTRD,12 A D E,30056218,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,12 A E C,30056315,0,0,0.44,0,0.15,0,0,0.21,0,0,0.06,0,AR,2.73,nan,[]
ZTRD,12 A E E,30056322,0.45,0.01,0.19,0.02,0.48,0.01,0.32,0.0,0,0.0,0,0.0,AR,1.31,nan,[]
ZTRD,12 A E F,30056324,0.98,1.51,0.91,0.22,0.85,0,0,0.96,0.4,0.15,0.87,0.98,AR,1.05,nan,[]
ZTRD,12 A X C,30056325,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,inf,[]
ZTRD,12 A X E,30056327,0.38,0.1,1.28,0.31,0.47,0.34,0.35,1.25,0.35,0.39,0.35,1.34,AR,0.5,nan,[]
ZTRD,12 S W E,30056340,0.03,0,0,0.67,0.03,0.47,-0.0,0,0.02,1.78,0.05,0,AR,0.49,inf,[]
ZTRD,12 X X E,30056343,0.3,0.02,1.0,1.02,1.11,0.06,0.11,0.11,0.04,0.11,0.06,0.07,AR,0.25,inf,[]
ZTRD,12 Z Z A,30056345,0.45,0.34,0,0,0,0.93,0.68,0.71,0.13,0,0,0.55,AR,0.58,nan,[]
ZTRD,12 Z Z C,30056346,0,0,0,0,0,0,0,0,0,0,0.98,0,AR,0.36,nan,[]
ZTRD,12 Z Z E,30056349,1.98,0,0.09,0,0,0.38,0.12,3.19,2.35,2.22,1.18,0.14,AR,1.41,inf,[]
ZTRD,12 Z Z H,30056438,0,0.36,0,0.93,0.53,0.82,1.29,1.33,0,0.4,0.04,0,AR,0.91,nan,[]
ZTRD,13 C C J,30056439,1.26,1.04,0,0.82,2.4,2.48,0.89,0,2.09,1.98,0,0,AR,0.95,nan,[]
ZTRD,13 X A G,30056460,3.54,0,0,3.73,1.29,0.07,7.68,4.61,10.73,3.49,4.17,0,AR,3.39,nan,[]
ZTRD,13 X B G,30056461,0.4,0.41,0,0.82,0.73,0,-0.0,0.14,0.08,0.06,0.13,0.01,AR,0.55,nan,[]
ZTRD,13 X X G,30056462,0,0.58,3.0,2.78,0.43,0,0.31,0,3.81,1.91,2.3,0.14,AR,2.04,nan,[]
ZTRD,13 X Y G,30056463,3.67,0.26,0,0.48,0.05,1.19,0.25,0.21,1.09,1.93,0.4,0.19,AR,0.93,nan,[]
ZTRD,13 X Z G,30056464,0.03,0.03,0.03,0,0.03,1.03,0.03,0.03,0.03,0.03,0.01,0.01,AR,0.29,nan,[]
ZTRD,14 D A B,30056465,0.9,3.87,7.11,0.73,0,0,4.78,3.62,5.79,3.51,6.75,5.18,AR,3.63,inf,[]
ZTRD,14 D A C,30056466,5.41,0.82,2.39,3.54,1.62,0,7.52,4.51,8.13,8.17,5.1,6.86,AR,4.31,117.09,[]
ZTRD,14 D Z B,30056467,0,1.18,0.35,0.01,0.01,0.52,0.27,0.61,0,1.03,0,1.9,AR,0.68,nan,[]
ZTRD,16 Z Z Z,30057569,0,4.3,1.28,0.33,0.68,0,0.34,5.67,0.85,0.51,0.74,0.3,AR,2.5,inf,[]
ZTRD,B E 08,30057572,15.75,4.48,6.93,2.8,7.16,4.72,10.5,8.61,1.91,7.3,8.57,6.17,AR,8.19,206.55,[]
ZTRD,G A A A,30057573,0.22,1.1,0.02,0.09,1.16,0.14,0.19,0.18,1.01,0,0.04,1.07,AR,0.48,nan,[]
ZTRD,G A A E,30057574,0,0,0,0,0,0,0,0,0.96,0,0,0,AR,0.06,nan,[]
ZTRD,G B A A,30057576,6.05,0.68,2.64,1.76,3.57,1.02,2.23,6.33,2.44,3.71,3.91,4.15,AR,2.54,inf,[]
ZTRD,G B A E,30057577,3.41,3.69,2.96,0.35,3.41,5.99,0.58,0.83,8.97,3.25,3.22,4.98,AR,2.31,inf,[]
ZTRD,G B D C,30057603,4.58,0.5,0.11,6.37,3.05,1.33,5.32,3.89,4.69,3.77,4.31,3.03,AR,2.66,inf,[]
ZTRD,S A A A,30057605,0.18,0,0.15,0,0.1,0,0.07,0,0.06,0.01,0,0.08,AR,0.41,nan,[]
ZTRD,S A E A,30057606,0,0.8,0,1.79,0,0,0.5,0,1.67,0,0,0.33,AR,1.21,nan,[]
ZTRD,S B A G,30057607,0.06,0.16,0.03,0,0,0,0,0,0,0,0,0,AR,0.41,nan,[]
ZTRD,S B B G,30057608,0,0.12,0.03,-0.0,0.02,0.02,0.02,0.02,0.0,0.03,2.03,0.02,AR,0.65,nan,[]
ZTRD,S B C G,30057609,1.73,0.57,0.65,0.94,0,0.17,0.21,0,0.38,0.05,2.16,1.21,AR,0.86,nan,[]
ZTRD,S B D G,30057650,1.03,0.03,0.15,0.03,0,0.03,0.04,0.02,0.32,0.03,1.16,0.04,AR,0.41,nan,[]
ZTRD,S B F G,30057652,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,S C A E,30057654,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 B C E,30057656,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.13,nan,[]
ZTRD,7 B I F,30057657,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,7 B J C,30057659,0,0.26,0,0.36,0.23,1.18,0.32,0,0.07,0.06,0.24,0,AR,0.79,nan,[]
ZTRD,7 B J E,30057660,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,AR,0.29,nan,[]
ZTRD,7 C F E,30057661,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,7 C G E,30057708,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,7 C G F,30057774,0,139.06,11.44,64.3,31.3,0,66.11,0,112.84,15.76,24.23,77.68,AR,37.57,nan,[]
ZTRD,8 A B E,30057811,66.86,88.36,17.39,41.72,109.64,66.07,110.07,58.75,78.96,0,65.13,122.51,AR,69.0,201.37,[]
ZTRD,8 A E E,30057813,119.35,39.46,76.83,65.53,71.13,25.25,74.28,101.07,61.99,86.79,41.78,98.12,AR,36.71,55.78,[]
ZTRD,8 A H E,30057814,30.28,64.32,100.42,61.0,27.27,54.86,138.09,58.89,38.43,66.28,87.0,94.24,AR,85.23,134.78,[]
ZTRD,8 A X E,30057815,143.82,172.85,170.06,129.86,231.43,182.39,209.97,343.4,202.66,240.53,207.26,256.67,AR,81.25,55.62,[]
ZTRD,8 A X F,30057816,149.39,159.15,43.9,135.03,24.16,52.69,128.31,91.37,135.03,84.75,108.09,84.22,AR,82.81,108.91,[]
ZTRD,8 B A E,30057817,177.95,163.6,197.44,144.43,65.48,89.02,191.54,112.44,138.64,205.94,122.85,160.09,AR,64.09,42.9,[]
ZTRD,8 B D E,30057818,2.12,0,0.54,2.6,0,1.06,5.66,0,2.73,1.07,1.72,1.64,AR,6.05,inf,[]
ZTRD,8 S Y G,30057819,39.85,19.09,6.32,11.39,14.47,2.05,13.0,9.18,20.06,18.86,16.19,11.64,AR,9.59,64.87,[]
ZTRD,8 Y Y C,30057820,1.15,0.6,11.4,5.69,0,10.31,17.63,2.88,9.66,5.98,9.05,8.5,AR,18.1,inf,[]
ZTRD,9 A C E,30057821,44.31,10.61,19.3,18.51,23.54,7.59,15.82,25.06,21.02,21.4,26.8,21.0,AR,11.43,65.03,[]
ZTRD,9 A G E,30057822,5.21,2.26,5.28,2.08,4.11,14.62,18.08,14.7,12.82,16.7,23.93,33.17,AR,18.81,552.12,[]
ZTRD,9 A I B,30057823,43.55,17.89,9.57,12.7,10.01,29.89,11.12,17.28,18.99,15.13,25.85,14.36,AR,19.79,105.82,[]
ZTRD,9 A I C,30057830,8.27,1.26,16.76,6.3,9.23,1.72,6.2,4.74,2.25,0.99,12.8,0,AR,11.05,inf,[]
ZTRD,9 A I E,30057841,2.12,0.11,0.1,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,AR,0.58,nan,[]
ZTRD,9 A I F,30057843,0.73,0,1.07,0,1.15,0.02,0.22,0,0.22,0.05,0.14,0.0,AR,0.56,nan,[]
ZTRD,9 A J B,30057844,0,0,0.06,0,0,0,0,0,0,0,0,0,AR,0.31,nan,[]
ZTRD,9 A J C,30057860,0,0,0.32,0.7,0,0.71,0,0.07,0.09,0,0,0.05,AR,0.67,nan,[]
ZTRD,9 A J E,30057861,0.6,0,0.42,0.02,0.4,0.88,0,0.2,0.41,0.24,0.65,0,AR,0.5,nan,[]
ZTRD,9 A J F,30057972,0,0,0,2.36,0.35,0,2.71,0,5.66,30.49,9.71,12.88,AR,0.5,nan,[]
ZTRD,9 A K C,30057973,0,1.1,0,0.34,0.34,0,1.97,0.33,0.05,1.38,1.14,0,AR,0.96,nan,[]
ZTRD,9 A K E,30057974,0.02,0.15,0,0,0,0,0.77,0.09,0.09,0,0,0.06,AR,0.98,nan,[]
ZTRD,9 A K F,30057975,0.19,0.01,0.09,0.22,0.18,0.23,1.12,0,0,0,0.98,0,AR,1.16,inf,[]
ZTRD,9 A L E,30057976,0.26,0.19,1.0,0.7,0,0.07,0.38,0.56,0.19,0,0.17,0.56,AR,0.86,nan,[]
ZTRD,9 A M C,30057983,0.99,1.11,2.2,0,2.39,1.44,4.02,3.23,2.91,2.15,3.65,4.59,AR,1.84,inf,[]
ZTRD,9 A M E,30057984,0.32,0,2.57,2.75,0.97,1.06,0,2.0,4.97,5.42,4.85,0.88,AR,3.96,nan,[]
ZTRD,9 A P B,30058037,0.95,0.64,0,0.19,1.34,0,0.18,1.02,0,0.14,0.55,0.46,AR,0.58,nan,[]
ZTRD,9 A P C,30058038,0.75,0.39,2.03,1.17,2.17,0.17,1.1,1.79,0,1.25,0.03,0.12,AR,1.16,nan,[]
ZTRD,9 A P E,30058057,0,0,1.03,5.06,0.72,1.68,2.46,0,0,0.04,0.04,1.65,AR,3.29,nan,[]
ZTRD,9 A P F,30058059,0.74,1.3,0.34,0.38,0.73,0.33,0.51,1.46,0.19,0.15,0,0.37,AR,0.73,inf,[]
ZTRD,9 A X C,30058071,0.23,0.92,0.83,0.76,0,0.4,0.75,0,0.57,0.24,0,0.24,AR,0.6,nan,[]
ZTRD,9 A X E,30058072,1.31,0.95,0.65,1.33,0,0,0.19,0.32,0.73,2.37,1.27,1.5,AR,2.08,inf,[]
ZTRD,9 A X F,30058073,0,0.59,0.06,0,3.69,1.21,1.3,0,0,0.02,0.22,0.17,AR,1.23,inf,[]
ZTRD,9 A Y E,30058074,0,0.2,0,0,0,0,0,0,0,0,0.17,0,AR,0.69,inf,[]
ZTRD,9 B A C,30058078,0,0.48,0.09,0,0,0.09,0,0,0.78,0,0.24,0.91,AR,0.5,nan,[]
ZTRD,9 B A E,30058079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.31,inf,[]
ZTRD,9 B A F,30058081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.31,inf,[]
ZTRD,9 B B C,30058085,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,AR,0.3,inf,[]
ZTRD,9 B B E,30058086,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,9 B B F,30058100,1.66,3.02,0,0,0,0,0.27,0,0,0.96,0.56,0.54,AR,1.23,nan,[]
ZTRD,9 B C C,30058104,1.07,0.08,0.9,0,0.18,0.12,0.11,-0.0,1.02,0.03,0.06,0,AR,0.49,nan,[]
ZTRD,9 B C E,30058105,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 B C F,30058106,0,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.26,0.01,0.01,AR,0.29,nan,[]
ZTRD,9 B D E,30058107,0,0.0,0.0,1.08,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.0,AR,0.29,nan,[]
ZTRD,9 B D F,30058108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 B E E,30058149,2.14,0.03,1.84,0.01,0.03,1.02,0.03,2.84,-0.0,0.38,0.74,0.06,AR,0.71,nan,[]
ZTRD,9 B X C,30058170,0.17,0,0,0.37,0.03,0.56,0,0.0,0,0,0.13,0,AR,0.34,nan,[]
ZTRD,9 B X E,30058280,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 B X F,30058301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,9 C A E,30058303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,9 C A Z,30058305,0,0,0.89,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,9 D A C,30058307,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,9 D A E,30058308,0,0,0.85,0,0,0,-0.0,0,0,0,0.05,0,AR,0.29,nan,[]
